focal,starting.plants.i,starting.plants.j,time,ending.plants.i,ending.plants.j,biomass.i,biomass.j,total.fecundity.i,total.fecundity.j,per.capita.fecundity.i,per.capita.fecundity.j,sim
i,4,8,4,1.7973158517565828,6.549846024551546,87.75667697895483,204.8724526717568,877.5667697895483,5121.81131679392,488.26519219305277,781.974308647141,1
i,0,1,5,0,0.7788007830681234,0,248.7496658148993,0,6218.741645372482,NA,7985.022332506457,1
i,5,15,6,1.5059710599560032,11.11227331022589,87.75646264222524,204.87192399472212,877.5646264222524,5121.798099868053,582.7234332430601,460.91361838219024,1
i,5,3,7,1.2329848203269216,2.114064269156189,87.75661792682287,204.87230705431813,877.5661792682287,5121.807676357953,711.7412678572515,2422.730354551747,1
i,11,3,8,2.2208616980936866,2.0109601381070363,87.75560999978644,204.86982253933354,877.5560999978644,5121.745563483339,395.1421652015203,2546.9155088795333,1
i,5,3,9,0.8264944411117664,1.9128844548653106,87.75513619569406,204.86865469441605,877.5513619569406,5121.716367360401,1061.7752743460615,2677.4833965185994,1
i,15,5,10,2.0300292474325192,3.032653298556018,87.75545975451276,204.86945290564228,877.5545975451275,5121.736322641057,432.2866769801545,1688.8631236151343,1
j,6,16,1,4.912384518467886,15.219670792011417,87.30685531357933,204.6354062100025,873.0685531357933,5115.885155250062,177.72805647716132,336.1363872558476,1
j,0,5,2,0,4.524187090015663,0,248.74986397814433,0,6218.746599453609,NA,1374.5555777694594,1
j,7,6,3,3.8416814527342966,5.1642478585506115,87.75638883372952,204.87165234813014,877.5638883372951,5121.791308703254,228.43223706450038,991.7787544265403,1
j,1,4,4,0.4493289628968034,3.2749230123098103,87.7586528159442,204.8769748717524,877.586528159442,5121.92437179381,1953.104742017255,1563.9831387001996,1
j,2,2,5,0.7357588825583131,1.5576015661428362,87.7588521853972,204.8778275919376,877.588521853972,5121.94568979844,1192.7664655607036,3288.354224297656,1
j,5,4,6,1.5059710600093748,2.963272882726914,87.75738405015427,204.87419548537085,877.5738405015427,5121.854887134271,582.7295515865223,1728.445232631073,1
j,2,8,7,0.493193929595832,5.637504717766794,87.75652104818032,204.87206797850018,877.5652104818032,5121.801699462505,1779.3512000461158,908.5228227518759,1
j,4,14,8,0.8075860721415199,9.384480644492376,87.75665624467737,204.8724013257533,877.5665624467738,5121.810033143832,1086.6539093717686,545.7744788625839,1
j,4,9,9,0.6611955528804908,5.738653364595674,87.75638257620108,204.87172664942634,877.5638257620108,5121.793166235659,1327.2379433571718,892.5078482408952,1
j,1,10,10,0.1353352751866669,6.065306595725056,87.75641003108609,204.87179431591116,877.5641003108609,5121.794857897779,6484.370753304661,844.4412128329536,1
i,1,2,1,0.8187307530779814,1.902458849001426,85.7424320677755,199.73275078291618,857.424320677755,4993.318769572905,1047.2604301894205,2624.665848721946,1
i,3,9,2,2.01096010191933,8.143536761755257,87.75611426059174,204.87273128946353,877.5611426059174,5121.818282236588,436.3891365961675,628.9427348434579,1
i,10,5,3,5.488116359615808,4.303539882121171,87.75641558155435,204.8717693326393,877.5641558155435,5121.794233315983,159.90261472462234,1190.1351848960915,1
i,4,3,4,1.7973157961228377,2.4561922589144567,87.75641918931386,204.87158805198285,877.5641918931386,5121.789701299572,488.2637730031731,2085.2560228991224,1
i,7,7,5,2.5751560791396524,5.45160548142526,87.7565162614867,204.87204034929255,877.565162614867,5121.801008732314,340.781349031107,939.5032392170236,1
i,6,3,6,1.8071652715980584,2.2224546620452683,87.75596929147405,204.87070797426549,877.5596929147405,5121.767699356637,485.60013115940586,2304.5544131114943,1
i,9,11,7,2.2193726753379184,7.751568986905721,87.75647792643055,204.8719616646159,877.5647792643055,5121.799041615397,395.4111848884004,660.7435282156886,1
i,2,0,8,0.4037930360559227,0,98.00177505852314,0,980.0177505852314,0,2427.029847165332,NA,1
i,6,2,9,0.9917933295543292,1.2752563032435589,87.75653552780547,204.87210366971206,877.5653552780547,5121.802591742801,884.8268375351911,4016.292708152643,1
i,5,1,10,0.6766764161233778,0.6065306597126158,87.7564205069271,204.8718201380444,877.564205069271,5121.79550345111,1296.8742284484547,8444.413190716361,1
j,1,3,1,0.8187307530779804,2.8536882735021334,85.21003001864676,203.31086181330315,852.1003001864676,5082.771545332579,1040.757656876862,1781.1236050302182,1
j,10,6,2,6.703200407007733,5.429024508047945,87.75714237114194,204.8688597754095,877.5714237114194,5121.721494385238,130.918273425628,943.3962743754124,1
j,10,0,3,5.4881163572305365,0,98.00039297771,0,980.0039297771001,0,178.56835861104787,NA,1
j,8,8,4,3.594631714923817,6.549846024624038,87.75660987157246,204.87246166864733,877.5660987157246,5121.8115417161835,244.13240863377942,781.9743429785703,1
j,12,2,5,4.414553294265105,1.5576015661428855,87.75639721062929,204.87176248929015,877.5639721062929,5121.794062232254,198.78884988121584,3288.2568774731253,1
j,7,1,6,2.1083594833925647,0.7408182206817147,87.75568626577005,204.87000507919709,877.5568626577005,5121.750126979927,416.22734148050614,6913.639519107396,1
j,2,11,7,0.4931939279133711,7.7515689869014475,87.75642595498265,204.87183359887882,877.5642595498265,5121.795839971971,1779.3492780064591,660.7431151843904,1
j,1,1,8,0.201896518040205,0.6703200460356451,87.7579420877507,204.87557083227455,877.5794208775071,5121.889270806863,4346.679325607532,7640.960912773449,1
j,2,6,9,0.33059777654077,3.825768909730677,87.75642277002177,204.87182571708493,877.5642277002178,5121.7956429271235,2654.4771016994264,1338.7624197321638,1
j,2,2,10,0.2706705665386934,1.2130613194249127,87.75773305307861,204.8750558116121,877.5773305307861,5121.876395290303,3242.2340624366816,4222.273279407243,1
i,0,9,1,0,8.561064820506436,0,247.13181949135577,0,6178.2954872838945,NA,721.6737189613305,2
i,5,5,2,3.351600222617688,4.524187090140107,87.75695420524995,204.8695223067954,877.5695420524995,5121.738057669885,261.8359839369788,1132.0791902775338,2
i,12,2,3,6.5857396331000535,1.7214159528501094,87.7564129083823,204.87178439874327,877.564129083823,5121.794609968581,133.25217484656832,2975.3381810413352,2
i,2,0,4,0.8986578863524974,0,97.99998685213835,0,979.9998685213835,0,1090.5149594792292,NA,2
i,4,0,5,1.4715177644641355,0,97.99998847377296,0,979.9998847377296,0,665.9789697439393,NA,2
i,5,14,6,1.5059710600054355,10.371455089544211,87.75644735687435,204.87188631130982,877.5644735687434,5121.797157782746,582.7233317256283,493.83592886076224,2
i,8,9,7,1.972775710679683,6.342192807457714,87.7584675804666,204.8768691049626,877.584675804666,5121.921727624065,444.8476687206933,807.5947677909215,2
i,3,14,8,0.6056895539821169,9.384480644498925,87.75638384352088,204.87172977662644,877.5638384352088,5121.793244415661,1448.8673820864988,545.7726898736796,2
i,14,2,9,2.314184435104864,1.2752563032435407,87.75641243420716,204.8718002406911,877.5641243420716,5121.795006017278,379.2109699771211,4016.2867597598133,2
i,3,2,10,0.40600584933387,1.2130613194196023,87.75689339288975,204.87298628021333,877.5689339288975,5121.824657005333,2161.468696494685,4222.230628420257,2
j,6,1,1,4.912384518467893,0.9512294245007139,90.0341761960104,179.40322094696404,900.3417619601041,4485.080523674101,183.27998522414296,4715.035519457624,2
j,9,3,2,6.0328804147954385,2.7145122541080853,87.75800717569844,204.86534329000523,877.5800717569844,5121.6335822501305,145.4661805668729,1886.7601627140048,2
j,2,6,3,1.09762327218177,5.164247858550334,87.75640885938404,204.8717966716261,877.5640885938403,5121.794916790653,799.5130121917758,991.7794530931753,2
j,1,11,4,0.44932896411761286,9.006038283857782,87.75571337086528,204.8713295446481,877.5571337086528,5121.783238616203,1953.0393181574432,568.7054703949427,2
j,13,7,5,4.782432736628633,5.451605481499907,87.75647026140267,204.87194328131247,877.5647026140267,5121.798582032811,183.4975525934243,939.5027940693251,2
j,8,6,6,2.40955369530664,4.444909324090292,87.75662657118079,204.8723278582169,877.5662657118079,5121.808196455422,364.2028262001975,1152.2863174500565,2
j,8,10,7,1.9727757115415523,7.046880897187131,87.75652591485397,204.87207996916854,877.5652591485397,5121.801999229214,444.8378262234377,726.8183007426248,2
j,4,10,8,0.8075860725901619,6.703200460356669,87.75629090230733,204.87150069562506,877.5629090230733,5121.787517390627,1086.6493848865862,764.0809114513789,2
j,9,5,9,1.4876899790999751,3.188140757984924,87.75646141032351,204.87192097996942,877.564614103235,5121.798024499235,589.8840661910926,1606.51565075078,2
j,6,0,10,0.8120116994117446,0,97.99992626328665,0,979.9992626328665,0,1206.878254762609,NA,2
i,14,10,1,11.462230543091719,9.512294245007116,88.04534380196915,201.93880366575715,880.4534380196915,5048.470091643929,76.81344697348985,530.7310688264093,2
i,2,5,2,1.3406400878159677,4.524187090123965,87.75615102627356,204.87245655433236,877.5615102627355,5121.811413858309,654.5839694323687,1132.0954045067947,2
i,12,13,3,6.585739632056644,11.189203693525311,87.75641592072678,204.87177299534252,877.5641592072678,5121.794324883563,133.25217944172135,457.7443100662574,2
i,14,2,4,6.290605193726242,1.6374615058497224,87.75644618006491,204.87167563710227,877.5644618006492,5121.791890927557,139.50398010605772,3127.8853717356383,2
i,4,1,5,1.471517732365158,0.7788007830048959,87.7564009554004,204.87177125769387,877.564009554004,5121.794281442347,596.366588218752,6576.51403697953,2
i,8,7,6,2.4095536934476525,5.185727544751933,87.7571322460321,204.87357578292762,877.571322460321,5121.8393945731905,364.2049251057232,987.6800025401645,2
i,6,1,7,1.4795817836521725,0.7046880897187044,87.75622277697002,204.87133272854513,877.5622277697003,5121.783318213628,593.1150528249556,7268.156497803345,2
i,1,7,8,0.20189651073909268,4.692240321592535,87.75642552077736,204.87183250417308,877.5642552077736,5121.795812604327,4346.6043667383365,1091.5459272269331,2
i,8,5,9,1.3223911057303972,3.1881407581088363,87.75640097318798,204.8717719900454,877.5640097318798,5121.794299751135,663.6191108130406,1606.5144823747735,2
i,5,5,10,0.676676416352414,3.032653298563203,87.7566234669122,204.87232052697448,877.566234669122,5121.808013174362,1296.8772273749294,1688.8867631525666,2
j,8,7,1,6.549846024623851,6.6586059715049934,87.96138107205033,201.4058340017858,879.6138107205034,5035.145850044645,134.29534181622512,756.1861854556607,2
j,6,6,2,4.021920270093237,5.429024508183604,87.7568915005467,204.8697926456217,877.568915005467,5121.744816140542,218.19649721328835,943.400570106126,2
j,9,8,3,4.939304724767997,6.885663811400445,87.75641075245422,204.87179104954768,877.5641075245421,5121.794776238692,177.66956209930174,743.8345694076215,2
j,3,6,4,1.347986894134399,4.912384518474155,87.75631584305947,204.87156142030813,877.5631584305947,5121.789035507703,651.0175746138216,1042.6278757792747,2
j,0,10,5,0,7.788007830714015,0,248.74966326972188,0,6218.741581743047,NA,798.5022250771035,2
j,1,10,6,0.3011942119771604,7.408182206817265,87.75711043271184,204.87352099227024,877.5711043271184,5121.838024806756,2913.638673752684,691.3758168762998,2
j,5,9,7,1.2329848200499272,6.342192807468494,87.75666498462869,204.87242277787826,877.5666498462869,5121.810569446957,711.7416496747718,807.5772410160049,2
j,1,8,8,0.20189651742502177,5.362560368281333,87.72720980958859,204.7997858572755,877.2720980958859,5119.994646431887,4345.157159145541,954.7668081679449,2
j,1,15,9,0.1652988882582072,9.564422274326695,87.7565086458319,204.87203756111268,877.565086458319,5121.800939027817,5308.959398973739,535.5055216221489,2
j,3,3,10,0.4060058498091396,1.8195919791379165,87.75641611759025,204.87180931923507,877.5641611759024,5121.795232980877,2161.4569385846016,2814.804248262005,2
i,2,1,1,1.6374615061559616,0.9512294245007137,88.60424008446422,185.63248353549267,886.0424008446422,4640.812088387317,541.107316119253,4878.751612234042,2
i,6,6,2,4.021920270093237,5.429024508183604,87.7568915005467,204.8697926456217,877.568915005467,5121.744816140542,218.19649721328835,943.400570106126,2
i,0,0,3,0,0,0,0,0,0,NA,NA,2
i,14,4,4,6.2906054981386434,3.2749230123121693,87.75628182671163,204.87135947343867,877.5628182671163,5121.783986835967,139.50371208729945,1563.9402720553946,2
i,7,8,5,2.5751560880835807,6.230406264571172,87.75640374124715,204.87177821274528,877.5640374124715,5121.794455318632,340.78091090220113,822.0642824599425,2
i,14,1,6,4.216718968242078,0.7408182206817305,87.75649223063614,204.87199700467642,877.5649223063614,5121.79992511691,208.11558202376773,6913.706739561057,2
i,2,7,7,0.49319392926143923,4.93281662803467,87.75648957498836,204.87199038879984,877.5648957498836,5121.7997597199965,1779.350563102109,1038.3114042008533,2
i,4,7,8,0.8075860734663833,4.69224032225765,87.75627667576848,204.87146577839454,877.5627667576848,5121.786644459863,1086.649207546314,1091.5439731773029,2
i,3,0,9,0.49589666475631905,0,98.00074288320714,0,980.0074288320714,0,1976.2331519483837,NA,2
i,2,1,10,0.2706705411951756,0.6065306594935236,87.75640948862024,204.87179297891547,877.5640948862024,5121.794824472887,3242.18546654993,8444.412074320831,2
j,0,9,1,0,8.561064820506436,0,247.13181949135577,0,6178.2954872838945,NA,721.6737189613305,2
j,14,3,2,9.384480644682762,2.7145122541076496,87.75827319264539,204.8641933815922,877.5827319264539,5121.604834539805,93.5142566918385,1886.749572336503,2
j,1,8,3,0.5488116351483583,6.885663811354248,87.75640456722336,204.87181138966685,877.5640456722335,5121.795284741671,1599.0259489214452,743.8346432621337,2
j,10,0,4,4.493289641097893,0,97.9999787386796,0,979.999787386796,0,218.10296367793072,NA,2
j,1,10,5,0.36787944125052474,7.788007830714139,87.76623903368818,204.89604367789198,877.6623903368818,5122.401091947299,2385.7337266618183,657.7293196529297,2
j,6,3,6,1.8071652715980584,2.2224546620452683,87.75596929147405,204.87070797426549,877.5596929147405,5121.767699356637,485.60013115940586,2304.5544131114943,2
j,2,8,7,0.493193929595832,5.637504717766794,87.75652104818032,204.87206797850018,877.5652104818032,5121.801699462505,1779.3512000461158,908.5228227518759,2
j,9,6,8,1.817068662507959,4.021920276213897,87.75809603228134,204.87595319582888,877.5809603228134,5121.898829895722,482.96521668672466,1273.4958622097076,2
j,10,5,9,1.6529888823881445,3.1881407581087453,87.7563463686718,204.87163737410668,877.563463686718,5121.790934352667,530.8949582400483,1606.5134267757342,2
j,12,7,10,1.6240233483935917,4.245714617472496,87.75643037691037,204.87184446643596,877.5643037691037,5121.7961116608985,540.364339365656,1206.3448849300994,2
i,5,6,1,4.0936537653899,5.707376547004284,87.69767799090681,201.6918470873904,876.9767799090681,5042.29617718476,214.2283715646725,883.470038406943,2
i,14,1,2,9.384480622054436,0.9048374180273363,87.76163364285473,204.85049681517927,877.6163364285474,5121.262420379482,93.51783777634579,5659.870290891045,2
i,0,3,3,0,2.5821239207223807,0,248.75004025082987,0,6218.751006270747,NA,2408.3859633394263,2
i,5,6,4,2.246644820594262,4.912384518467896,87.75571057698961,204.8697585429493,877.5571057698961,5121.743963573733,390.60785119464174,1042.6187006165253,2
i,7,3,5,2.5751560888454854,2.336402349214243,87.75644624177085,204.8718840160277,877.5644624177085,5121.797100400692,340.78107584194834,2192.1725520106615,2
i,0,0,6,0,0,0,0,0,0,NA,NA,2
i,6,14,7,1.4795817832268,9.865633256061306,87.75651484421927,204.87205265200492,877.5651484421927,5121.801316300123,593.1170269806396,519.155859878874,2
i,2,6,8,0.4037930361495017,4.021920276213539,87.75654559145907,204.87212850216156,877.5654559145908,5121.803212554039,2173.3050779748414,1273.4720881578469,2
i,4,2,9,0.6611955521897377,1.2752563032369977,87.75647295293614,204.87194941778202,877.5647295293613,5121.79873544455,1327.2393116122082,4016.289684233538,2
i,0,9,10,0,5.458775937805335,0,248.74997146758895,0,6218.749286689724,NA,1139.2204694867785,2
j,1,9,1,0.8187307530779798,8.561064820506436,84.09103908183017,208.63041085921904,840.9103908183017,5215.760271480476,1027.0902707110226,609.2420021148647,2
j,6,8,2,4.021920271724206,7.238699344256212,87.75666022902143,204.8706986901459,877.5666022902144,5121.767467253648,218.1959220971826,707.5535567474128,2
j,3,4,3,1.646434908207642,3.4428319057001966,87.75641010142974,204.8717860452038,877.5641010142974,5121.794651130095,533.0086823594137,1487.6691024763913,2
j,6,6,4,2.6959737742647416,4.912384518463374,87.75895367346791,204.87885031644063,877.5895367346791,5121.9712579110155,325.5185733303431,1042.6649702725636,2
j,4,1,5,1.471517732365158,0.7788007830048959,87.7564009554004,204.87177125769387,877.564009554004,5121.794281442347,596.366588218752,6576.51403697953,2
j,1,1,6,0.30119421211317265,0.7408182206817444,87.7564379484335,204.87186328731835,877.564379484335,5121.796582182958,2913.6163451726397,6913.702227072089,2
j,11,3,7,2.7125666034786198,2.1140642691562754,87.756391966765,204.8717497898497,877.56391966765,5121.793744746243,323.5179252528783,2422.7237645856217,2
j,8,1,8,1.6151721448192997,0.6703200460357068,87.75897751401949,204.87811851517012,877.5897751401949,5121.9529628792525,543.341326158381,7641.05593017938,2
j,9,8,9,1.4876899152381273,5.101025211918127,87.75641612201548,204.87180934213632,877.5641612201548,5121.795233553408,589.8837870926129,1004.0717347537811,2
j,3,4,10,0.4060058504638507,2.426122638854106,87.75642070357821,204.87182062289628,877.5642070357821,5121.795515572407,2161.4570480528514,2111.1033026720806,2
i,9,1,1,7.36857677770184,0.9512294245007136,90.35861525725484,177.16421182771606,903.5861525725484,4429.105295692902,122.62695766527179,4656.190380167933,2
i,4,2,2,2.681280180559297,1.8096748360625032,87.75816868219799,204.86463160417176,877.5816868219799,5121.615790104294,327.2995090870818,2830.130412404874,2
i,1,6,3,0.5488116360964994,5.1642478585503655,87.75639411439438,204.87182840998366,877.5639411439438,5121.795710249591,1599.0257556959648,991.7796067377968,2
i,3,2,4,1.3479868889334645,1.6374615061549789,87.75707904005512,204.87371869412442,877.5707904005512,5121.842967353111,651.0232388794899,3127.9165635960603,2
i,7,7,5,2.5751560791396524,5.45160548142526,87.7565162614867,204.87204034929255,877.565162614867,5121.801008732314,340.781349031107,939.5032392170236,2
i,13,10,6,3.9155247548886822,7.408182206817161,87.75668384622742,204.87246881547608,877.5668384622742,5121.811720386902,224.1249623991263,691.3722661510278,2
i,1,4,7,0.24659695604790324,2.818752358524011,87.75640930853736,204.87179253678264,877.5640930853735,5121.794813419566,3558.6979950997465,1817.0432027954034,2
i,3,7,8,0.6056895550801791,4.692240322257495,87.75625572570073,204.87141403317514,877.5625572570073,5121.785350829378,1448.8652642207749,1091.5436974816378,2
i,2,1,9,0.3305977764248245,0.6376281516215963,87.75611428991637,204.87106542140657,877.5611428991637,5121.776635535164,2654.4677716509523,8032.544708870867,2
i,6,7,10,0.8120116996006442,4.245714617987365,87.75641899094043,204.87181640141688,877.5641899094044,5121.795410035422,1080.728504701348,1206.3447195288302,2
