focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity,sim
i,9,7,NA,NA,5,87.75648,254,13
i,9,7,NA,NA,5,87.75648,251,13
i,9,7,NA,NA,5,87.75648,260,13
i,9,7,NA,NA,5,87.75648,252,13
i,9,7,NA,NA,5,87.75648,262,13
i,9,7,NA,NA,5,87.75648,259,13
i,9,7,NA,NA,5,87.75648,266,13
i,1,1,NA,NA,6,87.75644,2848,13
i,1,1,NA,NA,6,87.75644,2965,13
i,1,1,NA,NA,6,87.75644,2829,13
i,1,1,NA,NA,6,87.75644,2888,13
i,1,1,NA,NA,6,87.75644,2889,13
i,1,1,NA,NA,6,87.75644,2909,13
i,1,1,NA,NA,6,87.75644,2951,13
i,1,1,NA,NA,6,87.75644,2920,13
i,1,1,NA,NA,6,87.75644,2977,13
i,1,1,NA,NA,6,87.75644,2905,13
i,1,5,NA,NA,7,87.75644,3666,13
i,1,5,NA,NA,7,87.75644,3497,13
i,1,5,NA,NA,7,87.75644,3565,13
i,1,5,NA,NA,7,87.75644,3554,13
i,1,5,NA,NA,7,87.75644,3590,13
i,1,5,NA,NA,7,87.75644,3488,13
i,1,5,NA,NA,7,87.75644,3532,13
i,1,5,NA,NA,7,87.75644,3507,13
i,1,5,NA,NA,7,87.75644,3657,13
i,1,5,NA,NA,7,87.75644,3509,13
i,10,4,NA,NA,8,87.75643,423,13
i,10,4,NA,NA,8,87.75643,434,13
i,10,4,NA,NA,8,87.75643,437,13
i,10,4,NA,NA,8,87.75643,392,13
i,10,4,NA,NA,8,87.75643,432,13
i,10,4,NA,NA,8,87.75643,431,13
i,10,4,NA,NA,8,87.75643,454,13
i,10,4,NA,NA,8,87.75643,423,13
i,10,4,NA,NA,8,87.75643,434,13
i,10,4,NA,NA,8,87.75643,448,13
i,10,8,NA,NA,9,87.75643,526,13
i,10,8,NA,NA,9,87.75643,551,13
i,10,8,NA,NA,9,87.75643,491,13
i,10,8,NA,NA,9,87.75643,518,13
i,10,8,NA,NA,9,87.75643,505,13
i,10,8,NA,NA,9,87.75643,514,13
i,10,8,NA,NA,9,87.75643,557,13
i,10,8,NA,NA,9,87.75643,544,13
i,10,8,NA,NA,9,87.75643,525,13
i,10,8,NA,NA,9,87.75643,580,13
i,3,3,NA,NA,10,87.75642,2165,13
i,3,3,NA,NA,10,87.75642,2209,13
i,3,3,NA,NA,10,87.75642,2159,13
i,3,3,NA,NA,10,87.75642,2141,13
i,3,3,NA,NA,10,87.75642,2133,13
i,3,3,NA,NA,10,87.75642,2165,13
i,3,3,NA,NA,10,87.75642,2162,13
i,3,3,NA,NA,10,87.75642,2169,13
i,3,3,NA,NA,10,87.75642,2138,13
i,3,3,NA,NA,10,87.75642,2188,13
j,1,18,NA,NA,1,210.2601,293,13
j,1,18,NA,NA,1,210.2601,312,13
j,1,18,NA,NA,1,210.2601,294,13
j,1,18,NA,NA,1,210.2601,291,13
j,1,18,NA,NA,1,210.2601,320,13
j,1,18,NA,NA,1,210.2601,342,13
j,1,18,NA,NA,1,210.2601,336,13
j,1,18,NA,NA,1,210.2601,296,13
j,1,18,NA,NA,1,210.2601,305,13
j,1,18,NA,NA,1,210.2601,332,13
j,4,2,NA,NA,2,204.8646,2842,13
j,4,2,NA,NA,2,204.8646,2926,13
j,4,2,NA,NA,2,204.8646,2802,13
j,4,2,NA,NA,2,204.8646,2801,13
j,4,2,NA,NA,2,204.8646,2947,13
j,4,2,NA,NA,2,204.8646,2776,13
j,4,2,NA,NA,2,204.8646,2776,13
j,4,2,NA,NA,2,204.8646,2786,13
j,4,2,NA,NA,2,204.8646,2833,13
j,4,2,NA,NA,2,204.8646,2834,13
j,1,9,NA,NA,3,204.8718,652,13
j,1,9,NA,NA,3,204.8718,654,13
j,1,9,NA,NA,3,204.8718,668,13
j,1,9,NA,NA,3,204.8718,626,13
j,1,9,NA,NA,3,204.8718,670,13
j,1,9,NA,NA,3,204.8718,626,13
j,1,9,NA,NA,3,204.8718,655,13
j,1,9,NA,NA,3,204.8718,666,13
j,1,9,NA,NA,3,204.8718,685,13
j,1,9,NA,NA,3,204.8718,657,13
j,6,18,NA,NA,4,204.8685,342,13
j,6,18,NA,NA,4,204.8685,365,13
j,6,18,NA,NA,4,204.8685,363,13
j,6,18,NA,NA,4,204.8685,346,13
j,6,18,NA,NA,4,204.8685,348,13
j,6,18,NA,NA,4,204.8685,364,13
j,6,18,NA,NA,4,204.8685,339,13
j,6,18,NA,NA,4,204.8685,320,13
j,6,18,NA,NA,4,204.8685,370,13
j,6,18,NA,NA,4,204.8685,360,13
j,5,8,NA,NA,5,204.8718,868,13
j,5,8,NA,NA,5,204.8718,841,13
j,5,8,NA,NA,5,204.8718,808,13
j,5,8,NA,NA,5,204.8718,797,13
j,5,8,NA,NA,5,204.8718,771,13
j,5,8,NA,NA,5,204.8718,812,13
j,5,8,NA,NA,5,204.8718,853,13
j,5,8,NA,NA,5,204.8718,809,13
j,5,8,NA,NA,5,204.8718,860,13
j,5,8,NA,NA,5,204.8718,822,13
j,2,18,NA,NA,6,204.875,376,13
j,2,18,NA,NA,6,204.875,382,13
j,2,18,NA,NA,6,204.875,393,13
j,2,18,NA,NA,6,204.875,365,13
j,2,18,NA,NA,6,204.875,374,13
j,2,18,NA,NA,6,204.875,376,13
j,2,18,NA,NA,6,204.875,369,13
j,2,18,NA,NA,6,204.875,415,13
j,2,18,NA,NA,6,204.875,380,13
j,2,18,NA,NA,6,204.875,421,13
j,13,6,NA,NA,7,204.8716,1196,13
j,13,6,NA,NA,7,204.8716,1173,13
j,13,6,NA,NA,7,204.8716,1283,13
j,13,6,NA,NA,7,204.8716,1269,13
j,13,6,NA,NA,7,204.8716,1154,13
j,13,6,NA,NA,7,204.8716,1228,13
j,13,6,NA,NA,7,204.8716,1248,13
j,13,6,NA,NA,7,204.8716,1260,13
j,13,6,NA,NA,7,204.8716,1134,13
j,13,6,NA,NA,7,204.8716,1203,13
j,2,1,NA,NA,8,204.8719,7697,13
j,2,1,NA,NA,8,204.8719,7603,13
j,2,1,NA,NA,8,204.8719,7464,13
j,2,1,NA,NA,8,204.8719,7727,13
j,2,1,NA,NA,8,204.8719,7663,13
j,2,1,NA,NA,8,204.8719,7612,13
j,2,1,NA,NA,8,204.8719,7780,13
j,2,1,NA,NA,8,204.8719,7517,13
j,2,1,NA,NA,8,204.8719,7666,13
j,2,1,NA,NA,8,204.8719,7661,13
j,6,8,NA,NA,9,204.8712,1006,13
j,6,8,NA,NA,9,204.8712,931,13
j,6,8,NA,NA,9,204.8712,1021,13
j,6,8,NA,NA,9,204.8712,988,13
j,6,8,NA,NA,9,204.8712,1019,13
j,6,8,NA,NA,9,204.8712,988,13
j,6,8,NA,NA,9,204.8712,1054,13
j,6,8,NA,NA,9,204.8712,1046,13
j,6,8,NA,NA,9,204.8712,1043,13
j,6,8,NA,NA,9,204.8712,1007,13
j,6,2,NA,NA,10,204.8728,4183,13
j,6,2,NA,NA,10,204.8728,4169,13
j,6,2,NA,NA,10,204.8728,4213,13
j,6,2,NA,NA,10,204.8728,4256,13
j,6,2,NA,NA,10,204.8728,4243,13
j,6,2,NA,NA,10,204.8728,4245,13
j,6,2,NA,NA,10,204.8728,4321,13
j,6,2,NA,NA,10,204.8728,4227,13
j,6,2,NA,NA,10,204.8728,4108,13
j,6,2,NA,NA,10,204.8728,4210,13
i,4,1,NA,NA,1,89.62564,301,13
i,4,1,NA,NA,1,89.62564,282,13
i,4,1,NA,NA,1,89.62564,274,13
i,4,1,NA,NA,1,89.62564,241,13
i,4,1,NA,NA,1,89.62564,245,13
i,4,1,NA,NA,1,89.62564,276,13
i,4,1,NA,NA,1,89.62564,300,13
i,4,1,NA,NA,1,89.62564,310,13
i,4,1,NA,NA,1,89.62564,269,13
i,4,1,NA,NA,1,89.62564,292,13
i,5,7,NA,NA,2,87.75665,249,13
i,5,7,NA,NA,2,87.75665,282,13
i,5,7,NA,NA,2,87.75665,256,13
i,5,7,NA,NA,2,87.75665,233,13
i,5,7,NA,NA,2,87.75665,276,13
i,5,7,NA,NA,2,87.75665,252,13
i,5,7,NA,NA,2,87.75665,258,13
i,5,7,NA,NA,2,87.75665,260,13
i,5,7,NA,NA,2,87.75665,263,13
i,5,7,NA,NA,2,87.75665,237,13
i,2,6,NA,NA,3,87.75641,779,13
i,2,6,NA,NA,3,87.75641,786,13
i,2,6,NA,NA,3,87.75641,794,13
i,2,6,NA,NA,3,87.75641,792,13
i,2,6,NA,NA,3,87.75641,741,13
i,2,6,NA,NA,3,87.75641,836,13
i,2,6,NA,NA,3,87.75641,759,13
i,2,6,NA,NA,3,87.75641,758,13
i,2,6,NA,NA,3,87.75641,835,13
i,2,6,NA,NA,3,87.75641,774,13
i,6,3,NA,NA,4,87.75664,329,13
i,6,3,NA,NA,4,87.75664,304,13
i,6,3,NA,NA,4,87.75664,315,13
i,6,3,NA,NA,4,87.75664,340,13
i,6,3,NA,NA,4,87.75664,308,13
i,6,3,NA,NA,4,87.75664,355,13
i,6,3,NA,NA,4,87.75664,315,13
i,6,3,NA,NA,4,87.75664,305,13
i,6,3,NA,NA,4,87.75664,323,13
i,6,3,NA,NA,4,87.75664,304,13
i,11,5,NA,NA,5,87.75648,199,13
i,11,5,NA,NA,5,87.75648,221,13
i,11,5,NA,NA,5,87.75648,223,13
i,11,5,NA,NA,5,87.75648,222,13
i,11,5,NA,NA,5,87.75648,221,13
i,11,5,NA,NA,5,87.75648,215,13
i,11,5,NA,NA,5,87.75648,214,13
i,11,5,NA,NA,5,87.75648,231,13
i,11,5,NA,NA,5,87.75648,246,13
i,11,5,NA,NA,5,87.75648,229,13
i,4,2,NA,NA,6,87.75639,768,13
i,4,2,NA,NA,6,87.75639,693,13
i,4,2,NA,NA,6,87.75639,712,13
i,4,2,NA,NA,6,87.75639,726,13
i,4,2,NA,NA,6,87.75639,758,13
i,4,2,NA,NA,6,87.75639,727,13
i,4,2,NA,NA,6,87.75639,750,13
i,4,2,NA,NA,6,87.75639,712,13
i,4,2,NA,NA,6,87.75639,714,13
i,4,2,NA,NA,6,87.75639,742,13
i,6,5,NA,NA,7,87.75643,602,13
i,6,5,NA,NA,7,87.75643,604,13
i,6,5,NA,NA,7,87.75643,553,13
i,6,5,NA,NA,7,87.75643,566,13
i,6,5,NA,NA,7,87.75643,609,13
i,6,5,NA,NA,7,87.75643,576,13
i,6,5,NA,NA,7,87.75643,597,13
i,6,5,NA,NA,7,87.75643,549,13
i,6,5,NA,NA,7,87.75643,586,13
i,6,5,NA,NA,7,87.75643,622,13
i,1,3,NA,NA,8,87.75651,4235,13
i,1,3,NA,NA,8,87.75651,4333,13
i,1,3,NA,NA,8,87.75651,4283,13
i,1,3,NA,NA,8,87.75651,4354,13
i,1,3,NA,NA,8,87.75651,4317,13
i,1,3,NA,NA,8,87.75651,4417,13
i,1,3,NA,NA,8,87.75651,4431,13
i,1,3,NA,NA,8,87.75651,4412,13
i,1,3,NA,NA,8,87.75651,4332,13
i,1,3,NA,NA,8,87.75651,4343,13
i,12,1,NA,NA,9,87.75458,466,13
i,12,1,NA,NA,9,87.75458,435,13
i,12,1,NA,NA,9,87.75458,428,13
i,12,1,NA,NA,9,87.75458,419,13
i,12,1,NA,NA,9,87.75458,439,13
i,12,1,NA,NA,9,87.75458,469,13
i,12,1,NA,NA,9,87.75458,436,13
i,12,1,NA,NA,9,87.75458,462,13
i,12,1,NA,NA,9,87.75458,461,13
i,12,1,NA,NA,9,87.75458,443,13
i,9,8,NA,NA,10,87.75653,755,13
i,9,8,NA,NA,10,87.75653,722,13
i,9,8,NA,NA,10,87.75653,747,13
i,9,8,NA,NA,10,87.75653,721,13
i,9,8,NA,NA,10,87.75653,737,13
i,9,8,NA,NA,10,87.75653,740,13
i,9,8,NA,NA,10,87.75653,761,13
i,9,8,NA,NA,10,87.75653,703,13
i,9,8,NA,NA,10,87.75653,720,13
i,9,8,NA,NA,10,87.75653,708,13
j,6,9,NA,NA,1,203.0131,584,13
j,6,9,NA,NA,1,203.0131,647,13
j,6,9,NA,NA,1,203.0131,597,13
j,6,9,NA,NA,1,203.0131,566,13
j,6,9,NA,NA,1,203.0131,599,13
j,6,9,NA,NA,1,203.0131,573,13
j,6,9,NA,NA,1,203.0131,571,13
j,6,9,NA,NA,1,203.0131,580,13
j,6,9,NA,NA,1,203.0131,595,13
j,6,9,NA,NA,1,203.0131,627,13
j,1,6,NA,NA,2,204.8768,897,13
j,1,6,NA,NA,2,204.8768,898,13
j,1,6,NA,NA,2,204.8768,918,13
j,1,6,NA,NA,2,204.8768,958,13
j,1,6,NA,NA,2,204.8768,953,13
j,1,6,NA,NA,2,204.8768,944,13
j,1,6,NA,NA,2,204.8768,979,13
j,1,6,NA,NA,2,204.8768,967,13
j,1,6,NA,NA,2,204.8768,900,13
j,1,6,NA,NA,2,204.8768,942,13
j,2,6,NA,NA,3,204.8718,981,13
j,2,6,NA,NA,3,204.8718,1018,13
j,2,6,NA,NA,3,204.8718,993,13
j,2,6,NA,NA,3,204.8718,978,13
j,2,6,NA,NA,3,204.8718,994,13
j,2,6,NA,NA,3,204.8718,994,13
j,2,6,NA,NA,3,204.8718,1003,13
j,2,6,NA,NA,3,204.8718,1002,13
j,2,6,NA,NA,3,204.8718,979,13
j,2,6,NA,NA,3,204.8718,1014,13
j,3,1,NA,NA,4,204.87,6149,13
j,3,1,NA,NA,4,204.87,6275,13
j,3,1,NA,NA,4,204.87,6294,13
j,3,1,NA,NA,4,204.87,6174,13
j,3,1,NA,NA,4,204.87,6175,13
j,3,1,NA,NA,4,204.87,6191,13
j,3,1,NA,NA,4,204.87,6282,13
j,3,1,NA,NA,4,204.87,6277,13
j,3,1,NA,NA,4,204.87,6165,13
j,3,1,NA,NA,4,204.87,6162,13
j,3,7,NA,NA,5,204.8717,957,13
j,3,7,NA,NA,5,204.8717,908,13
j,3,7,NA,NA,5,204.8717,928,13
j,3,7,NA,NA,5,204.8717,954,13
j,3,7,NA,NA,5,204.8717,943,13
j,3,7,NA,NA,5,204.8717,936,13
j,3,7,NA,NA,5,204.8717,906,13
j,3,7,NA,NA,5,204.8717,978,13
j,3,7,NA,NA,5,204.8717,962,13
j,3,7,NA,NA,5,204.8717,955,13
j,3,4,NA,NA,6,204.8753,1678,13
j,3,4,NA,NA,6,204.8753,1758,13
j,3,4,NA,NA,6,204.8753,1719,13
j,3,4,NA,NA,6,204.8753,1674,13
j,3,4,NA,NA,6,204.8753,1726,13
j,3,4,NA,NA,6,204.8753,1716,13
j,3,4,NA,NA,6,204.8753,1720,13
j,3,4,NA,NA,6,204.8753,1684,13
j,3,4,NA,NA,6,204.8753,1750,13
j,3,4,NA,NA,6,204.8753,1780,13
j,2,8,NA,NA,7,204.8721,876,13
j,2,8,NA,NA,7,204.8721,895,13
j,2,8,NA,NA,7,204.8721,880,13
j,2,8,NA,NA,7,204.8721,881,13
j,2,8,NA,NA,7,204.8721,899,13
j,2,8,NA,NA,7,204.8721,944,13
j,2,8,NA,NA,7,204.8721,939,13
j,2,8,NA,NA,7,204.8721,904,13
j,2,8,NA,NA,7,204.8721,884,13
j,2,8,NA,NA,7,204.8721,899,13
j,5,10,NA,NA,8,204.8681,805,13
j,5,10,NA,NA,8,204.8681,757,13
j,5,10,NA,NA,8,204.8681,784,13
j,5,10,NA,NA,8,204.8681,768,13
j,5,10,NA,NA,8,204.8681,746,13
j,5,10,NA,NA,8,204.8681,763,13
j,5,10,NA,NA,8,204.8681,740,13
j,5,10,NA,NA,8,204.8681,770,13
j,5,10,NA,NA,8,204.8681,726,13
j,5,10,NA,NA,8,204.8681,769,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,4,0,NA,NA,9,0,NA,13
j,8,4,NA,NA,10,204.8721,2019,13
j,8,4,NA,NA,10,204.8721,2136,13
j,8,4,NA,NA,10,204.8721,2152,13
j,8,4,NA,NA,10,204.8721,2106,13
j,8,4,NA,NA,10,204.8721,2156,13
j,8,4,NA,NA,10,204.8721,2121,13
j,8,4,NA,NA,10,204.8721,2123,13
j,8,4,NA,NA,10,204.8721,2127,13
j,8,4,NA,NA,10,204.8721,2151,13
j,8,4,NA,NA,10,204.8721,2159,13
i,1,12,NA,NA,1,83.85198,991,14
i,1,12,NA,NA,1,83.85198,1008,14
i,1,12,NA,NA,1,83.85198,1051,14
i,1,12,NA,NA,1,83.85198,1064,14
i,1,12,NA,NA,1,83.85198,1004,14
i,1,12,NA,NA,1,83.85198,967,14
i,1,12,NA,NA,1,83.85198,1040,14
i,1,12,NA,NA,1,83.85198,1023,14
i,1,12,NA,NA,1,83.85198,1019,14
i,1,12,NA,NA,1,83.85198,1048,14
i,13,7,NA,NA,2,87.75714,90,14
i,13,7,NA,NA,2,87.75714,75,14
i,13,7,NA,NA,2,87.75714,96,14
i,13,7,NA,NA,2,87.75714,109,14
i,13,7,NA,NA,2,87.75714,103,14
i,13,7,NA,NA,2,87.75714,114,14
i,13,7,NA,NA,2,87.75714,98,14
i,13,7,NA,NA,2,87.75714,93,14
i,13,7,NA,NA,2,87.75714,109,14
i,13,7,NA,NA,2,87.75714,90,14
i,15,4,NA,NA,3,87.75642,113,14
i,15,4,NA,NA,3,87.75642,122,14
i,15,4,NA,NA,3,87.75642,96,14
i,15,4,NA,NA,3,87.75642,120,14
i,15,4,NA,NA,3,87.75642,107,14
i,15,4,NA,NA,3,87.75642,118,14
i,15,4,NA,NA,3,87.75642,113,14
i,15,4,NA,NA,3,87.75642,100,14
i,15,4,NA,NA,3,87.75642,118,14
i,15,4,NA,NA,3,87.75642,114,14
i,11,8,NA,NA,4,87.75502,195,14
i,11,8,NA,NA,4,87.75502,189,14
i,11,8,NA,NA,4,87.75502,190,14
i,11,8,NA,NA,4,87.75502,174,14
i,11,8,NA,NA,4,87.75502,171,14
i,11,8,NA,NA,4,87.75502,185,14
i,11,8,NA,NA,4,87.75502,162,14
i,11,8,NA,NA,4,87.75502,158,14
i,11,8,NA,NA,4,87.75502,193,14
i,11,8,NA,NA,4,87.75502,177,14
i,4,5,NA,NA,5,87.75648,588,14
i,4,5,NA,NA,5,87.75648,636,14
i,4,5,NA,NA,5,87.75648,540,14
i,4,5,NA,NA,5,87.75648,612,14
i,4,5,NA,NA,5,87.75648,555,14
i,4,5,NA,NA,5,87.75648,549,14
i,4,5,NA,NA,5,87.75648,584,14
i,4,5,NA,NA,5,87.75648,547,14
i,4,5,NA,NA,5,87.75648,578,14
i,4,5,NA,NA,5,87.75648,566,14
i,10,3,NA,NA,6,87.75778,294,14
i,10,3,NA,NA,6,87.75778,314,14
i,10,3,NA,NA,6,87.75778,288,14
i,10,3,NA,NA,6,87.75778,278,14
i,10,3,NA,NA,6,87.75778,270,14
i,10,3,NA,NA,6,87.75778,295,14
i,10,3,NA,NA,6,87.75778,296,14
i,10,3,NA,NA,6,87.75778,281,14
i,10,3,NA,NA,6,87.75778,290,14
i,10,3,NA,NA,6,87.75778,302,14
i,4,16,NA,NA,7,87.75653,899,14
i,4,16,NA,NA,7,87.75653,878,14
i,4,16,NA,NA,7,87.75653,883,14
i,4,16,NA,NA,7,87.75653,901,14
i,4,16,NA,NA,7,87.75653,898,14
i,4,16,NA,NA,7,87.75653,887,14
i,4,16,NA,NA,7,87.75653,848,14
i,4,16,NA,NA,7,87.75653,911,14
i,4,16,NA,NA,7,87.75653,888,14
i,4,16,NA,NA,7,87.75653,895,14
i,9,1,NA,NA,8,87.75912,464,14
i,9,1,NA,NA,8,87.75912,485,14
i,9,1,NA,NA,8,87.75912,504,14
i,9,1,NA,NA,8,87.75912,458,14
i,9,1,NA,NA,8,87.75912,504,14
i,9,1,NA,NA,8,87.75912,448,14
i,9,1,NA,NA,8,87.75912,504,14
i,9,1,NA,NA,8,87.75912,454,14
i,9,1,NA,NA,8,87.75912,473,14
i,9,1,NA,NA,8,87.75912,512,14
i,2,6,NA,NA,9,87.75642,2581,14
i,2,6,NA,NA,9,87.75642,2686,14
i,2,6,NA,NA,9,87.75642,2620,14
i,2,6,NA,NA,9,87.75642,2655,14
i,2,6,NA,NA,9,87.75642,2610,14
i,2,6,NA,NA,9,87.75642,2593,14
i,2,6,NA,NA,9,87.75642,2649,14
i,2,6,NA,NA,9,87.75642,2601,14
i,2,6,NA,NA,9,87.75642,2621,14
i,2,6,NA,NA,9,87.75642,2626,14
i,9,0,NA,NA,10,97.99916,812,14
i,9,0,NA,NA,10,97.99916,770,14
i,9,0,NA,NA,10,97.99916,787,14
i,9,0,NA,NA,10,97.99916,791,14
i,9,0,NA,NA,10,97.99916,774,14
i,9,0,NA,NA,10,97.99916,771,14
i,9,0,NA,NA,10,97.99916,811,14
i,9,0,NA,NA,10,97.99916,830,14
i,9,0,NA,NA,10,97.99916,742,14
i,9,0,NA,NA,10,97.99916,804,14
j,2,11,NA,NA,1,206.4594,468,14
j,2,11,NA,NA,1,206.4594,458,14
j,2,11,NA,NA,1,206.4594,451,14
j,2,11,NA,NA,1,206.4594,496,14
j,2,11,NA,NA,1,206.4594,476,14
j,2,11,NA,NA,1,206.4594,474,14
j,2,11,NA,NA,1,206.4594,487,14
j,2,11,NA,NA,1,206.4594,488,14
j,2,11,NA,NA,1,206.4594,491,14
j,2,11,NA,NA,1,206.4594,487,14
j,5,6,NA,NA,2,204.8702,924,14
j,5,6,NA,NA,2,204.8702,922,14
j,5,6,NA,NA,2,204.8702,947,14
j,5,6,NA,NA,2,204.8702,959,14
j,5,6,NA,NA,2,204.8702,924,14
j,5,6,NA,NA,2,204.8702,987,14
j,5,6,NA,NA,2,204.8702,934,14
j,5,6,NA,NA,2,204.8702,950,14
j,5,6,NA,NA,2,204.8702,949,14
j,5,6,NA,NA,2,204.8702,1000,14
j,7,10,NA,NA,3,204.8718,627,14
j,7,10,NA,NA,3,204.8718,573,14
j,7,10,NA,NA,3,204.8718,570,14
j,7,10,NA,NA,3,204.8718,587,14
j,7,10,NA,NA,3,204.8718,606,14
j,7,10,NA,NA,3,204.8718,569,14
j,7,10,NA,NA,3,204.8718,608,14
j,7,10,NA,NA,3,204.8718,591,14
j,7,10,NA,NA,3,204.8718,608,14
j,7,10,NA,NA,3,204.8718,609,14
j,3,4,NA,NA,4,204.8723,1536,14
j,3,4,NA,NA,4,204.8723,1595,14
j,3,4,NA,NA,4,204.8723,1519,14
j,3,4,NA,NA,4,204.8723,1634,14
j,3,4,NA,NA,4,204.8723,1590,14
j,3,4,NA,NA,4,204.8723,1571,14
j,3,4,NA,NA,4,204.8723,1602,14
j,3,4,NA,NA,4,204.8723,1549,14
j,3,4,NA,NA,4,204.8723,1542,14
j,3,4,NA,NA,4,204.8723,1629,14
j,6,10,NA,NA,5,204.8718,666,14
j,6,10,NA,NA,5,204.8718,641,14
j,6,10,NA,NA,5,204.8718,661,14
j,6,10,NA,NA,5,204.8718,679,14
j,6,10,NA,NA,5,204.8718,676,14
j,6,10,NA,NA,5,204.8718,681,14
j,6,10,NA,NA,5,204.8718,679,14
j,6,10,NA,NA,5,204.8718,673,14
j,6,10,NA,NA,5,204.8718,635,14
j,6,10,NA,NA,5,204.8718,627,14
j,8,14,NA,NA,6,204.8718,467,14
j,8,14,NA,NA,6,204.8718,446,14
j,8,14,NA,NA,6,204.8718,467,14
j,8,14,NA,NA,6,204.8718,487,14
j,8,14,NA,NA,6,204.8718,459,14
j,8,14,NA,NA,6,204.8718,465,14
j,8,14,NA,NA,6,204.8718,436,14
j,8,14,NA,NA,6,204.8718,501,14
j,8,14,NA,NA,6,204.8718,474,14
j,8,14,NA,NA,6,204.8718,454,14
j,13,1,NA,NA,7,204.8716,7227,14
j,13,1,NA,NA,7,204.8716,7218,14
j,13,1,NA,NA,7,204.8716,7233,14
j,13,1,NA,NA,7,204.8716,7073,14
j,13,1,NA,NA,7,204.8716,7185,14
j,13,1,NA,NA,7,204.8716,7331,14
j,13,1,NA,NA,7,204.8716,7261,14
j,13,1,NA,NA,7,204.8716,7145,14
j,13,1,NA,NA,7,204.8716,7187,14
j,13,1,NA,NA,7,204.8716,7368,14
j,12,5,NA,NA,8,204.8124,1452,14
j,12,5,NA,NA,8,204.8124,1446,14
j,12,5,NA,NA,8,204.8124,1589,14
j,12,5,NA,NA,8,204.8124,1502,14
j,12,5,NA,NA,8,204.8124,1502,14
j,12,5,NA,NA,8,204.8124,1550,14
j,12,5,NA,NA,8,204.8124,1554,14
j,12,5,NA,NA,8,204.8124,1499,14
j,12,5,NA,NA,8,204.8124,1544,14
j,12,5,NA,NA,8,204.8124,1550,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,5,0,NA,NA,9,0,NA,14
j,9,4,NA,NA,10,204.8726,2093,14
j,9,4,NA,NA,10,204.8726,2089,14
j,9,4,NA,NA,10,204.8726,2090,14
j,9,4,NA,NA,10,204.8726,2127,14
j,9,4,NA,NA,10,204.8726,2104,14
j,9,4,NA,NA,10,204.8726,2068,14
j,9,4,NA,NA,10,204.8726,2085,14
j,9,4,NA,NA,10,204.8726,2161,14
j,9,4,NA,NA,10,204.8726,2144,14
j,9,4,NA,NA,10,204.8726,2063,14
i,2,1,NA,NA,1,88.60424,502,14
i,2,1,NA,NA,1,88.60424,599,14
i,2,1,NA,NA,1,88.60424,510,14
i,2,1,NA,NA,1,88.60424,547,14
i,2,1,NA,NA,1,88.60424,547,14
i,2,1,NA,NA,1,88.60424,554,14
i,2,1,NA,NA,1,88.60424,552,14
i,2,1,NA,NA,1,88.60424,532,14
i,2,1,NA,NA,1,88.60424,542,14
i,2,1,NA,NA,1,88.60424,520,14
i,3,2,NA,NA,2,87.75787,406,14
i,3,2,NA,NA,2,87.75787,420,14
i,3,2,NA,NA,2,87.75787,437,14
i,3,2,NA,NA,2,87.75787,453,14
i,3,2,NA,NA,2,87.75787,464,14
i,3,2,NA,NA,2,87.75787,459,14
i,3,2,NA,NA,2,87.75787,429,14
i,3,2,NA,NA,2,87.75787,396,14
i,3,2,NA,NA,2,87.75787,495,14
i,3,2,NA,NA,2,87.75787,450,14
i,5,4,NA,NA,3,87.75639,311,14
i,5,4,NA,NA,3,87.75639,327,14
i,5,4,NA,NA,3,87.75639,303,14
i,5,4,NA,NA,3,87.75639,323,14
i,5,4,NA,NA,3,87.75639,352,14
i,5,4,NA,NA,3,87.75639,327,14
i,5,4,NA,NA,3,87.75639,302,14
i,5,4,NA,NA,3,87.75639,317,14
i,5,4,NA,NA,3,87.75639,321,14
i,5,4,NA,NA,3,87.75639,303,14
i,3,4,NA,NA,4,87.75663,675,14
i,3,4,NA,NA,4,87.75663,636,14
i,3,4,NA,NA,4,87.75663,674,14
i,3,4,NA,NA,4,87.75663,618,14
i,3,4,NA,NA,4,87.75663,665,14
i,3,4,NA,NA,4,87.75663,672,14
i,3,4,NA,NA,4,87.75663,653,14
i,3,4,NA,NA,4,87.75663,639,14
i,3,4,NA,NA,4,87.75663,692,14
i,3,4,NA,NA,4,87.75663,642,14
i,8,12,NA,NA,5,87.75642,315,14
i,8,12,NA,NA,5,87.75642,294,14
i,8,12,NA,NA,5,87.75642,330,14
i,8,12,NA,NA,5,87.75642,291,14
